web-scraper-order,web-scraper-start-url,links,links-href,Title,Votes,Note,Metascore,Genre
1678283014-951,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=501&ref_=adv_nxt",The Damned,https://www.imdb.com/title/tt6198638/?ref_=adv_li_tt,The Damned,11000,"6,7",,Drame
1678281624-772,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=651&ref_=adv_nxt",Half Girlfriend,https://www.imdb.com/title/tt5474042/?ref_=adv_li_tt,Half Girlfriend,75000,"4,6",,Drame
1678279920-615,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=301&ref_=adv_nxt",The Rider,https://www.imdb.com/title/tt6217608/?ref_=adv_li_tt,The Rider,20000,"7,4",91.0,Drame
1678281583-767,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=651&ref_=adv_nxt",Le chalet,https://www.imdb.com/title/tt8168678/?ref_=adv_li_tt,Le chalet,74000,"7,0",,Drame
1678279404-522,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=401&ref_=adv_nxt",Guardians,https://www.imdb.com/title/tt4600952/?ref_=adv_li_tt,Guardians,14000,"4,0",,Action
1678280187-670,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=251&ref_=adv_nxt",Chapter Nine: The Gate,https://www.imdb.com/title/tt6020876/?ref_=adv_li_tt,Chapter Nine: The Gate,24000,"9,3",,Drame
1678274097-349,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=51&ref_=adv_nxt",Good Doctor,https://www.imdb.com/title/tt6470478/?ref_=adv_li_tt,Good Doctor,99000,"8,1",,Drame
1678281256-727,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=701&ref_=adv_nxt",Star Trek: Discovery,https://www.imdb.com/title/tt5171438/?ref_=adv_li_tt,Star Trek: Discovery,126000,"7,0",,Action
1678273085-197,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=201&ref_=adv_nxt",Inhumans,https://www.imdb.com/title/tt4154858/?ref_=adv_li_tt,Inhumans,27000,"4,9",,Action
1678280162-664,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=251&ref_=adv_nxt",Dynastie,https://www.imdb.com/title/tt6128300/?ref_=adv_li_tt,Dynastie,23000,"7,3",,Drame
1678281910-813,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=651&ref_=adv_nxt",Órbita 9,https://www.imdb.com/title/tt3469798/?ref_=adv_li_tt,Órbita 9,8000,"5,9",,Drame
1678281953-816,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=601&ref_=adv_nxt",The Legend of Zelda: Breath of the Wild,https://www.imdb.com/title/tt3253986/?ref_=adv_li_tt,The Legend of Zelda: Breath of the Wild,81000,"9,4",,Action
1678281080-707,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=701&ref_=adv_nxt",Singam 3,https://www.imdb.com/title/tt5323640/?ref_=adv_li_tt,Singam 3,67000,"6,0",,Action
1678273713-291,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=101&ref_=adv_nxt",Dragonstone,https://www.imdb.com/title/tt5654088/?ref_=adv_li_tt,Dragonstone,52000,"8,5",,Action
1678281811-800,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=651&ref_=adv_nxt",Imprudencias letales,https://www.imdb.com/title/tt6798708/?ref_=adv_li_tt,Imprudencias letales,79000,"8,2",,Action
1678282145-838,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=601&ref_=adv_nxt",Riviera,https://www.imdb.com/title/tt5936448/?ref_=adv_li_tt,Riviera,83000,"6,6",,Drame
1678274561-421,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=1&ref_=adv_nxt",Jumanji : Bienvenue dans la jungle,https://www.imdb.com/title/tt2283362/?ref_=adv_li_tt,Jumanji : Bienvenue dans la jungle,390000,"6,9",58.0,Action
1678281037-703,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=701&ref_=adv_nxt",Prodigy,https://www.imdb.com/title/tt5017936/?ref_=adv_li_tt,Prodigy,67000,"5,9",,Drame
1678273500-261,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=151&ref_=adv_nxt",Arkangel,https://www.imdb.com/title/tt5709250/?ref_=adv_li_tt,Arkangel,41000,"7,3",,Drame
1678274616-431,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=1&ref_=adv_nxt",Blade Runner 2049,https://www.imdb.com/title/tt1856101/?ref_=adv_li_tt,Blade Runner 2049,590000,"8,0",81.0,Action
1678273568-270,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=151&ref_=adv_nxt",The Endless,https://www.imdb.com/title/tt3986820/?ref_=adv_li_tt,The Endless,45000,"6,5",80.0,Drame
1678282979-945,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=501&ref_=adv_nxt",Spyder,https://www.imdb.com/title/tt6522546/?ref_=adv_li_tt,Spyder,11000,"6,3",,Action
1678273913-324,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=101&ref_=adv_nxt",Line of fire,https://www.imdb.com/title/tt3829920/?ref_=adv_li_tt,Line of fire,72000,"7,6",72.0,Action
1678281635-774,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=651&ref_=adv_nxt",Prison Break,https://www.imdb.com/title/tt0455275/?ref_=adv_li_tt,Prison Break,545000,"8,3",,Action
1678282656-893,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=551&ref_=adv_nxt",Bury Me Here,https://www.imdb.com/title/tt5207758/?ref_=adv_li_tt,Bury Me Here,97000,"7,6",,Drame
1678282912-935,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=501&ref_=adv_nxt",Payitaht Abdülhamid,https://www.imdb.com/title/tt6536562/?ref_=adv_li_tt,Payitaht Abdülhamid,11000,"5,0",,Action
1678282618-887,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=551&ref_=adv_nxt",The Outlaws,https://www.imdb.com/title/tt7468056/?ref_=adv_li_tt,The Outlaws,95000,"7,2",,Action
1678282337-857,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=601&ref_=adv_nxt",3 AM,https://www.imdb.com/title/tt5690490/?ref_=adv_li_tt,3 AM,86000,"8,5",,Action
1678281154-716,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=701&ref_=adv_nxt",Aloko Udapadi,https://www.imdb.com/title/tt5963218/?ref_=adv_li_tt,Aloko Udapadi,68000,"8,3",,Drame
1678281884-809,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=651&ref_=adv_nxt",Arrow,https://www.imdb.com/title/tt2193021/?ref_=adv_li_tt,Arrow,435000,"7,5",,Action
1678281525-761,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=651&ref_=adv_nxt",Errar al disparar,https://www.imdb.com/title/tt6851488/?ref_=adv_li_tt,Errar al disparar,73000,"8,0",,Action
1678281749-792,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=651&ref_=adv_nxt",Été 93,https://www.imdb.com/title/tt5897636/?ref_=adv_li_tt,Été 93,77000,"7,1",81.0,Drame
1678282355-860,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=601&ref_=adv_nxt",Assassin's Creed: Origins,https://www.imdb.com/title/tt7025920/?ref_=adv_li_tt,Assassin's Creed: Origins,87000,"8,5",,Action
1678274646-436,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=1&ref_=adv_nxt",Dunkerque,https://www.imdb.com/title/tt5013056/?ref_=adv_li_tt,Dunkerque,672000,"7,8",94.0,Action
1678274047-341,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=51&ref_=adv_nxt",The Spoils of War,https://www.imdb.com/title/tt5775846/?ref_=adv_li_tt,The Spoils of War,91000,"9,7",,Action
1678273437-251,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=151&ref_=adv_nxt",Kidnap,https://www.imdb.com/title/tt1458169/?ref_=adv_li_tt,Kidnap,38000,"5,9",44.0,Action
1678282709-903,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=551&ref_=adv_nxt",Golmaal Again,https://www.imdb.com/title/tt1806913/?ref_=adv_li_tt,Golmaal Again,99000,"4,9",,Action
1678274326-383,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=51&ref_=adv_nxt",Transformers: The Last Knight,https://www.imdb.com/title/tt3371366/?ref_=adv_li_tt,Transformers: The Last Knight,156000,"5,2",27.0,Action
1678273090-198,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=201&ref_=adv_nxt",Kaabil,https://www.imdb.com/title/tt5460276/?ref_=adv_li_tt,Kaabil,28000,"7,1",,Action
1678281160-717,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=701&ref_=adv_nxt",Call of Duty: WWII,https://www.imdb.com/title/tt6824658/?ref_=adv_li_tt,Call of Duty: WWII,68000,"7,7",,Action
1678274211-366,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=51&ref_=adv_nxt",Star Trek: Discovery,https://www.imdb.com/title/tt5171438/?ref_=adv_li_tt,Star Trek: Discovery,126000,"7,0",,Action
1678282482-872,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=551&ref_=adv_nxt",Something They Need,https://www.imdb.com/title/tt5207766/?ref_=adv_li_tt,Something They Need,89000,"7,5",,Drame
1678278880-443,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=451&ref_=adv_nxt","Kronos, le soulèvement des machines",https://www.imdb.com/title/tt7312940/?ref_=adv_li_tt,"Kronos, le soulèvement des machines",11000,"3,6",,Action
1678282662-894,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=551&ref_=adv_nxt",Revolt,https://www.imdb.com/title/tt3722614/?ref_=adv_li_tt,Revolt,97000,"5,3",,Action
1678280254-684,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=251&ref_=adv_nxt",S.W.A.T.,https://www.imdb.com/title/tt6111130/?ref_=adv_li_tt,S.W.A.T.,25000,"7,1",,Action
1678274588-426,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=1&ref_=adv_nxt",La casa de papel,https://www.imdb.com/title/tt6468322/?ref_=adv_li_tt,La casa de papel,488000,"8,2",,Action
1678274164-359,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=51&ref_=adv_nxt",Jessie,https://www.imdb.com/title/tt3748172/?ref_=adv_li_tt,Jessie,114000,"6,5",77.0,Drame
1678274457-404,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=1&ref_=adv_nxt",Fast & Furious 8,https://www.imdb.com/title/tt4630562/?ref_=adv_li_tt,Fast & Furious 8,237000,"6,6",56.0,Action
1678281989-820,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=601&ref_=adv_nxt",Memento Mori,https://www.imdb.com/title/tt5690560/?ref_=adv_li_tt,Memento Mori,81000,"9,1",,Action
1678274071-345,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=51&ref_=adv_nxt",xXx: Reactivated,https://www.imdb.com/title/tt1293847/?ref_=adv_li_tt,xXx: Reactivated,94000,"5,2",42.0,Action
1678282835-924,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=501&ref_=adv_nxt",Patti Cake$,https://www.imdb.com/title/tt6288250/?ref_=adv_li_tt,Patti Cake$,10000,"6,8",67.0,Drame
1678282939-940,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=501&ref_=adv_nxt",Kung Fu Yoga,https://www.imdb.com/title/tt4217392/?ref_=adv_li_tt,Kung Fu Yoga,11000,"5,1",50.0,Action
1678282696-901,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=551&ref_=adv_nxt",Satan's Slaves,https://www.imdb.com/title/tt7076834/?ref_=adv_li_tt,Pengabdi Setan,99000,"6,5",,Drame
1678274657-438,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=1&ref_=adv_nxt",Thor: Ragnarok,https://www.imdb.com/title/tt3501632/?ref_=adv_li_tt,Thor: Ragnarok,765000,"7,9",74.0,Action
1678281961-817,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=601&ref_=adv_nxt",Mukkabaaz,https://www.imdb.com/title/tt7180544/?ref_=adv_li_tt,Mukkabaaz,81000,"8,0",,Action
1678273353-240,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=151&ref_=adv_nxt",The Discovery,https://www.imdb.com/title/tt5155780/?ref_=adv_li_tt,The Discovery,35000,"6,2",54.0,Drame
1678273219-221,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=201&ref_=adv_nxt",Tiger Zinda Hai,https://www.imdb.com/title/tt5956100/?ref_=adv_li_tt,Tiger Zinda Hai,30000,"5,9",,Action
1678280166-665,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=251&ref_=adv_nxt",iBoy,https://www.imdb.com/title/tt3171832/?ref_=adv_li_tt,iBoy,24000,"5,9",50.0,Action
1678280351-694,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=251&ref_=adv_nxt",Black Lightning,https://www.imdb.com/title/tt6045840/?ref_=adv_li_tt,Black Lightning,26000,"6,1",,Action
1678279865-604,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=301&ref_=adv_nxt","Chapter Two: Trick or Treat, Freak",https://www.imdb.com/title/tt6020792/?ref_=adv_li_tt,"Chapter Two: Trick or Treat, Freak",19000,"8,3",,Drame
1678281665-779,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=651&ref_=adv_nxt",The Spacewalker,https://www.imdb.com/title/tt6673840/?ref_=adv_li_tt,The Spacewalker,76000,"7,2",,Drame
1678281060-705,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=701&ref_=adv_nxt",The Son,https://www.imdb.com/title/tt3839822/?ref_=adv_li_tt,The Son,67000,"7,5",,Drame
1678282956-942,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=501&ref_=adv_nxt",La mémoire assassine,https://www.imdb.com/title/tt5729348/?ref_=adv_li_tt,La mémoire assassine,11000,"7,2",,Action
1678273127-205,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=201&ref_=adv_nxt",The Wall,https://www.imdb.com/title/tt4218696/?ref_=adv_li_tt,The Wall,28000,"6,2",57.0,Action
1678273477-257,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=151&ref_=adv_nxt",Happy!,https://www.imdb.com/title/tt2452242/?ref_=adv_li_tt,Happy!,40000,"8,1",,Action
1678279076-467,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=451&ref_=adv_nxt",Inside Edge,https://www.imdb.com/title/tt6112414/?ref_=adv_li_tt,Inside Edge,12000,"7,9",,Drame
1678274390-393,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=1&ref_=adv_nxt",La momie,https://www.imdb.com/title/tt2345759/?ref_=adv_li_tt,La momie,194000,"5,4",34.0,Action
1678273236-224,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=201&ref_=adv_nxt",Seule la terre,https://www.imdb.com/title/tt5635086/?ref_=adv_li_tt,Seule la terre,32000,"7,6",85.0,Drame
1678279655-562,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=351&ref_=adv_nxt",The Bookshop,https://www.imdb.com/title/tt3127022/?ref_=adv_li_tt,The Bookshop,16000,"6,5",62.0,Drame
1678279396-521,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=401&ref_=adv_nxt",My Lady,https://www.imdb.com/title/tt6040662/?ref_=adv_li_tt,My Lady,14000,"6,7",62.0,Drame
1678274190-363,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=51&ref_=adv_nxt",Mary,https://www.imdb.com/title/tt4481414/?ref_=adv_li_tt,Mary,120000,"7,6",60.0,Drame
1678279852-601,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=301&ref_=adv_nxt",Chapter Five: Dig Dug,https://www.imdb.com/title/tt6020806/?ref_=adv_li_tt,Chapter Five: Dig Dug,19000,"8,8",,Drame
1678282798-919,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=501&ref_=adv_nxt",Braqueurs d'élite,https://www.imdb.com/title/tt4106376/?ref_=adv_li_tt,Braqueurs d'élite,10000,"5,5",33.0,Action
1678273376-244,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=151&ref_=adv_nxt",The Gifted,https://www.imdb.com/title/tt4396630/?ref_=adv_li_tt,The Gifted,36000,"7,2",,Action
1678274316-381,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=51&ref_=adv_nxt",Logan Lucky,https://www.imdb.com/title/tt5439796/?ref_=adv_li_tt,Logan Lucky,154000,"7,0",78.0,Action
1678279629-557,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=351&ref_=adv_nxt",Liaisons à New York,https://www.imdb.com/title/tt0460890/?ref_=adv_li_tt,Liaisons à New York,16000,"6,3",33.0,Drame
1678280051-642,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=301&ref_=adv_nxt",I Wish - Faites un voeu,https://www.imdb.com/title/tt5322012/?ref_=adv_li_tt,I Wish - Faites un voeu,21000,"5,0",32.0,Drame
1678279270-503,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=401&ref_=adv_nxt",Six,https://www.imdb.com/title/tt5541338/?ref_=adv_li_tt,Six,13000,"7,2",,Action
1678281363-739,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=701&ref_=adv_nxt",Naam Shabana,https://www.imdb.com/title/tt6170954/?ref_=adv_li_tt,Naam Shabana,71000,"6,2",,Action
1678282069-828,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=601&ref_=adv_nxt",Cheong-nyeon-gyeong-chal,https://www.imdb.com/title/tt7056732/?ref_=adv_li_tt,Cheong-nyeon-gyeong-chal,82000,"7,3",,Action
1678273656-283,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=151&ref_=adv_nxt",The Queen's Justice,https://www.imdb.com/title/tt5775840/?ref_=adv_li_tt,The Queen's Justice,48000,"9,1",,Action
1678281629-773,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=651&ref_=adv_nxt",Ogygia,https://www.imdb.com/title/tt5537374/?ref_=adv_li_tt,Ogygia,75000,"8,4",,Action
1678273586-273,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=151&ref_=adv_nxt",Cargo,https://www.imdb.com/title/tt3860916/?ref_=adv_li_tt,Cargo,45000,"6,3",65.0,Drame
1678273886-319,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=101&ref_=adv_nxt",Section 99,https://www.imdb.com/title/tt5657856/?ref_=adv_li_tt,Section 99,70000,"7,1",79.0,Action
1678274358-389,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=51&ref_=adv_nxt",Valérian et la Cité des Mille Planètes,https://www.imdb.com/title/tt2239822/?ref_=adv_li_tt,Valérian et la Cité des Mille Planètes,185000,"6,4",51.0,Action
1678274555-420,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=1&ref_=adv_nxt",Kingsman: Le cercle d'or,https://www.imdb.com/title/tt4649466/?ref_=adv_li_tt,Kingsman: Le cercle d'or,337000,"6,7",44.0,Action
1678274536-417,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=1&ref_=adv_nxt",Pirates des Caraïbes - La vengeance de Salazar,https://www.imdb.com/title/tt1790809/?ref_=adv_li_tt,Pirates des Caraïbes - La vengeance de Salazar,319000,"6,5",39.0,Action
1678279250-499,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=401&ref_=adv_nxt",Bushwick,https://www.imdb.com/title/tt4720702/?ref_=adv_li_tt,Bushwick,13000,"5,2",44.0,Action
1678279550-544,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=401&ref_=adv_nxt",The Walking Dead,https://www.imdb.com/title/tt1520211/?ref_=adv_li_tt,The Walking Dead,100000,"8,1",,Drame
1678279310-511,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=401&ref_=adv_nxt",Attraction,https://www.imdb.com/title/tt4731148/?ref_=adv_li_tt,Attraction,13000,"5,6",,Drame
1678282692-900,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=551&ref_=adv_nxt",Pyewacket,https://www.imdb.com/title/tt5119116/?ref_=adv_li_tt,Pyewacket,98000,"5,8",56.0,Drame
1678283049-958,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=501&ref_=adv_nxt",Sweet Virginia,https://www.imdb.com/title/tt2582498/?ref_=adv_li_tt,Sweet Virginia,11000,"6,2",72.0,Action
1678282646-891,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=551&ref_=adv_nxt",Hostiles and Calamities,https://www.imdb.com/title/tt5207754/?ref_=adv_li_tt,Hostiles and Calamities,96000,"7,3",,Drame
1678273850-312,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=101&ref_=adv_nxt",Beyond the Wall,https://www.imdb.com/title/tt5775864/?ref_=adv_li_tt,Beyond the Wall,66000,"9,0",,Action
1678282238-848,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=601&ref_=adv_nxt",Extorsion,https://www.imdb.com/title/tt2957760/?ref_=adv_li_tt,Extorsion,84000,"6,2",,Action
1678282017-823,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=601&ref_=adv_nxt",Flash,https://www.imdb.com/title/tt3107288/?ref_=adv_li_tt,Flash,351000,"7,5",,Action
1678282312-853,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=601&ref_=adv_nxt",Resident Evil VII: Biohazard,https://www.imdb.com/title/tt3569570/?ref_=adv_li_tt,Resident Evil VII: Biohazard,85000,"8,6",,Action
1678282633-889,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=551&ref_=adv_nxt",Les filles de joie,https://www.imdb.com/title/tt5761478/?ref_=adv_li_tt,Les filles de joie,95000,"7,7",,Drame
1678273152-210,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=201&ref_=adv_nxt",Corps et âme,https://www.imdb.com/title/tt5607714/?ref_=adv_li_tt,Corps et âme,28000,"7,5",77.0,Drame
1678274463-405,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=1&ref_=adv_nxt",The Punisher,https://www.imdb.com/title/tt5675620/?ref_=adv_li_tt,The Punisher,243000,"8,5",,Action
1678280137-659,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=251&ref_=adv_nxt",6 Days,https://www.imdb.com/title/tt4703048/?ref_=adv_li_tt,6 Days,23000,"6,2",36.0,Action
1678279361-516,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=401&ref_=adv_nxt",The White Princess,https://www.imdb.com/title/tt5705956/?ref_=adv_li_tt,The White Princess,14000,"7,5",,Drame
1678273846-311,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=101&ref_=adv_nxt",The Dragon and the Wolf,https://www.imdb.com/title/tt5775874/?ref_=adv_li_tt,The Dragon and the Wolf,66000,"9,4",,Action
1678274421-398,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=1&ref_=adv_nxt",Ghost in the Shell,https://www.imdb.com/title/tt1219827/?ref_=adv_li_tt,Ghost in the Shell,219000,"6,3",52.0,Action
1678281712-786,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=651&ref_=adv_nxt",The Book of Nora,https://www.imdb.com/title/tt5338044/?ref_=adv_li_tt,The Book of Nora,77000,"9,5",,Drame
1678273629-280,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=151&ref_=adv_nxt",Vikram Vedha,https://www.imdb.com/title/tt6148156/?ref_=adv_li_tt,Vikram Vedha,47000,"8,2",,Action
1678279801-591,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=351&ref_=adv_nxt",Gypsy,https://www.imdb.com/title/tt5503718/?ref_=adv_li_tt,Gypsy,18000,"6,8",,Drame
1678280073-647,"https://www.imdb.com/search/title/?release_date=2017-01-01,2017-12-31&sort=num_votes,desc&start=301&ref_=adv_nxt",Tulip Fever,https://www.imdb.com/title/tt0491203/?ref_=adv_li_tt,Tulip Fever,22000,"6,2",38.0,Drame
